Video ID,Age,Gender,Ethnicity,chills Binary,chills Binary,Chills #,Chill Intensity,Timings,Daily Chills,NIO_Openess,Prior exposure,Sleppiness,Pre-Pleasure,Prepleasure /2 arrondi,Prepleasure /2,Post-Pleasure,Pre Calm,Pre-calm/2,Pre-calm/2 (rounded),Post Calm,Pre NEO,Post NEO,Diff NEO,Total NEO,Emotion drift,Direction,,,Tan inverse,Calm Diff,Pleasure Diff,,Tan inverse,
Z6wP5eMNykE,67,female,White,0,FALSE,0,0,,0,1,No,5,9,3,4.5,2,9,4.5,2,2,-1,6,7,5,3.535533906,1.557407725,,,0.7853981634,-2.5,-2.5,Up,0.7853981634,Up
Z6wP5eMNykE,36,female,White,0,FALSE,0,0,,0,1,No,9,5,5,2.5,3,3,1.5,1,3,11,10,-1,21,1.58113883,0.3462535495,,,0.3217505544,1.5,0.5,Up,0.3217505544,Up
Z6wP5eMNykE,35,female,White,0,FALSE,0,0,,1,2,No,9,8,5,4,3,3,1.5,1,2,6,11,5,17,1.118033989,2.185039863,,,-1.107148718,0.5,-1,FALSE,-1.107148718,Down
Z6wP5eMNykE,38,male,White,1,TRUE,1,1,143.15,1,0,No,6,6,3,3,2,2,1,1,2,8,11,3,19,1.414213562,-1.557407725,,,-0.7853981634,1,-1,FALSE,-0.7853981634,Down
Z6wP5eMNykE,43,male,White,0,FALSE,0,0,,1,0,No,5,10,3,5,3,10,5,3,3,12,15,3,27,2.828427125,1.557407725,,,0.7853981634,-2,-2,Up,0.7853981634,Up
Z6wP5eMNykE,62,male,White,0,FALSE,0,0,,1,0,No,10,5,5,2.5,2,1,0.5,0,2,4,9,5,13,1.58113883,-0.3462535495,,,-0.3217505544,1.5,-0.5,FALSE,-0.3217505544,Down
Z6wP5eMNykE,63,male,White,0,FALSE,0,0,,1,0,No,8,4,4,2,2,0,0,0,2,3,10,7,13,2,0,,,0,2,0,FALSE,0,Down
Z6wP5eMNykE,52,male,White,1,TRUE,4,2,"16.31,128.91,168.30,183.36",3,4,No,0,6,0,3,3,9,4.5,2,2,8,13,5,21,2.5,0,,,0,-2.5,0,FALSE,0,Down
Z6wP5eMNykE,27,male,White,1,TRUE,4,1,"25.31,67.06,133.95,207.32",1,1,No,8,7,4,3.5,2,3,1.5,1,2,10,14,4,24,1.58113883,0.1425465431,,,-1.249045772,0.5,-1.5,FALSE,-1.249045772,Down
J6bGnSEwdKY,19,female,White,0,FALSE,0,0,,1,4,No,3,7,2,3.5,2,2,1,1,2,6,10,4,16,1.802775638,-14.10141995,,,-0.9827937232,1,-1.5,FALSE,-0.9827937232,Down
